1.0000000000,5.8518518519,7.0571428571,6.2000000000,5.8000000000,4.3333333333,3.1428571429,1.6666666667,1.0000000000,1.0000000000,0.8695652174,0.0000000000,0.0000000000,0.0000000000,1.2500000000,3.2380952381,5.8181818182,7.0000000000,7.7307692308,7.0000000000,7.0000000000,6.0454545455,5.6000000000,0.0833333333,0.1500000000,0.5500000000,1.8500000000,3.1000000000,5.2857142857,6.0270270270,6.9090909091,7.0000000000,7.0000000000,7.0000000000,7.0000000000,7.0000000000,6.3500000000,5.4400000000,4.1500000000,3.2592592593,4.2500000000,4.7058823529,4.1000000000,4.0000000000,2.4347826087,0.9047619048,0.1142857143,1.2000000000,2.7000000000,4.4285714286,5.7727272727,7.0000000000,7.0000000000,7.1304347826,6.0810810811,6.9545454545,7.0500000000,7.7692307692,5.3200000000,2.5454545455,1.2000000000,2.2000000000,2.6500000000,2.8636363636,2.7500000000,4.3793103448,5.9600000000
2.0000000000,3.7500000000,6.9500000000,8.0000000000,8.0000000000,6.7142857143,4.9500000000,2.2000000000,0.8181818182,0.6000000000,1.0000000000,1.0000000000,0.0000000000,0.0500000000,2.4000000000,6.1200000000,7.0454545455,7.3181818182,6.0454545455,4.7916666667,3.8500000000,3.9000000000,3.2962962963,0.0000000000,0.0000000000,0.0000000000,0.8260869565,2.3333333333,4.3333333333,5.9166666667,6.9583333333,8.0000000000,8.0000000000,8.0000000000,8.0000000000,7.0000000000,6.1818181818,5.0500000000,3.1250000000,1.8571428571,2.0000000000,2.5185185185,2.0000000000,2.0000000000,1.2000000000,2.2222222222,3.7500000000,4.7500000000,5.7407407407,5.2000000000,4.4000000000,2.3448275862,1.0476190476,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0454545455,1.7727272727,5.3181818182,7.3000000000,8.0000000000,8.0000000000,8.0000000000,7.0000000000,5.9047619048,5.1000000000
3.0000000000,3.1538461538,1.0000000000,1.1200000000,0.6428571429,2.3076923077,3.8500000000,5.4000000000,6.9615384615,7.9333333333,7.2272727273,6.2608695652,5.4583333333,4.8000000000,3.7200000000,1.4545454545,0.6666666667,0.2000000000,1.8500000000,5.3478260870,6.4166666667,6.2000000000,5.0769230769,0.7727272727,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.5416666667,1.0000000000,1.0000000000,2.0000000000,1.9500000000,3.1363636364,4.5833333333,5.9565217391,7.0000000000,7.0869565217,8.0000000000,8.0000000000,8.0000000000,8.0000000000,7.9500000000,0.5714285714,1.3043478261,1.3200000000,2.0000000000,2.4000000000,4.6800000000,6.3000000000,7.4000000000,7.9677419355,7.9500000000,7.2000000000,6.9333333333,5.8095238095,4.3000000000,2.9090909091,0.5500000000,0.1200000000,1.8095238095,3.5652173913,4.7619047619,5.0769230769,3.8000000000
4.0000000000,3.3500000000,3.2592592593,1.6190476190,0.9000000000,1.3500000000,3.7142857143,7.2272727273,8.0000000000,8.0000000000,8.0000000000,6.3448275862,2.9000000000,1.6500000000,0.2173913043,1.3913043478,4.0909090909,4.8000000000,5.2380952381,3.7272727273,2.6086956522,3.0000000000,2.6818181818,5.4230769231,6.1538461538,7.0000000000,6.8000000000,3.7500000000,0.6500000000,0.0000000000,0.0000000000,0.0000000000,1.3000000000,3.0000000000,5.7000000000,7.7407407407,7.3500000000,5.7619047619,4.1500000000,2.8333333333,4.8750000000,5.2500000000,6.0000000000,5.9500000000,5.9500000000,3.3809523810,3.7600000000,3.3043478261,2.2500000000,0.7142857143,0.0000000000,1.1428571429,3.7000000000,6.0500000000,7.9500000000,8.0000000000,8.0000000000,7.8500000000,5.3500000000,2.0434782609,1.1904761905,1.8333333333,3.0500000000,3.0000000000,3.1428571429,2.9523809524,3.0000000000
5.0000000000,4.8000000000,4.2857142857,2.5500000000,0.7142857143,1.2000000000,4.2000000000,7.7000000000,8.0000000000,7.1500000000,2.5000000000,0.0500000000,0.0000000000,2.3500000000,6.6190476190,7.6190476190,6.9615384615,4.1000000000,1.3500000000,1.0500000000,2.4285714286,3.8000000000,4.7826086957,8.0000000000,8.0000000000,7.4500000000,5.5000000000,2.8571428571,1.5769230769,0.9705882353,1.9166666667,2.5652173913,2.0000000000,2.0000000000,1.8636363636,2.5600000000,0.4375000000,1.1951219512,3.8571428571,4.3043478261,3.0000000000,4.3500000000,6.7083333333,8.0000000000,8.0000000000,2.4500000000,2.4000000000,1.9000000000,1.3333333333,5.0952380952,7.5500000000,7.9090909091,7.1904761905,6.0500000000,2.8095238095,0.6000000000,0.0000000000,0.8000000000,4.1000000000,7.0454545455,8.0000000000,7.9000000000,5.8000000000,2.0000000000,1.1363636364,2.0000000000,2.1904761905
6.0000000000,4.1904761905,4.4347826087,4.0434782609,3.4500000000,1.8095238095,1.0000000000,1.7500000000,7.7586206897,5.5000000000,5.9047619048,1.3636363636,0.1363636364,1.6666666667,7.6500000000,7.8000000000,5.2285714286,1.6500000000,1.7000000000,3.1500000000,4.4285714286,4.0000000000,4.2857142857,5.3913043478,5.8500000000,6.0800000000,5.0952380952,4.3500000000,2.9166666667,1.9523809524,2.0500000000,6.1250000000,2.6923076923,1.6666666667,1.9000000000,1.8500000000,2.0833333333,6.2857142857,2.2307692308,2.8695652174,3.6363636364,5.1904761905,5.6666666667,5.1153846154,5.2500000000,2.6666666667,2.2800000000,3.0000000000,3.9565217391,5.3478260870,7.0454545455,5.9000000000,0.8636363636,1.0000000000,4.6562500000,7.2272727273,7.3809523810,6.3500000000,1.5217391304,2.5200000000,6.3333333333,5.9545454545,5.2413793103,3.8333333333,2.6190476190,2.1666666667,2.7916666667
7.0000000000,4.1250000000,4.8500000000,5.7500000000,6.2380952381,7.0000000000,7.0000000000,7.9743589744,7.6666666667,3.7272727273,7.6500000000,7.3000000000,3.8095238095,2.8000000000,1.8000000000,0.9523809524,0.3478260870,1.0000000000,1.0000000000,1.3437500000,1.0000000000,1.0000000000,1.0500000000,0.8000000000,0.8750000000,0.8500000000,0.7500000000,0.7500000000,1.0000000000,1.0000000000,0.9500000000,1.6521739130,1.1818181818,4.9729729730,5.5000000000,6.0000000000,7.0000000000,7.0000000000,7.0000000000,7.0000000000,7.0000000000,7.0000000000,7.0000000000,7.0500000000,7.0500000000,3.8571428571,2.9000000000,2.9000000000,2.0882352941,3.1363636364,3.7692307692,4.7619047619,6.1428571429,5.6818181818,6.2500000000,0.8484848485,4.4857142857,5.4090909091,5.7500000000,7.0000000000,6.3000000000,4.4761904762,3.7272727273,2.6052631579,3.2380952381,3.3333333333,3.3500000000
8.0000000000,5.7407407407,5.1904761905,4.4090909091,1.6500000000,0.0000000000,0.0000000000,0.6666666667,2.3600000000,3.3103448276,4.3043478261,3.9600000000,4.9523809524,5.3043478261,7.0000000000,7.0000000000,8.0000000000,7.4000000000,6.1000000000,5.4000000000,3.7200000000,3.2727272727,2.5714285714,4.4333333333,4.0000000000,4.0000000000,3.2857142857,2.2000000000,0.7727272727,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,2.3333333333,3.5454545455,5.2000000000,6.3500000000,7.0000000000,7.0000000000,7.6000000000,7.6923076923,7.2500000000,7.2500000000,7.3500000000,3.7333333333,2.7037037037,1.7083333333,2.0000000000,0.7741935484,2.3478260870,2.5714285714,3.8333333333,4.7142857143,5.6538461538,6.8076923077,7.4500000000,8.0000000000,7.4583333333,7.3200000000,6.4000000000,5.0909090909,2.3043478261,1.0500000000,0.9642857143,0.5652173913,0.8181818182
9.0000000000,3.4166666667,6.2380952381,8.0000000000,8.0000000000,8.0000000000,6.3809523810,3.9000000000,1.6666666667,1.0000000000,1.0000000000,0.0476190476,0.5000000000,0.0500000000,0.5000000000,2.6086956522,4.6666666667,5.8709677419,5.0000000000,5.3913043478,4.8636363636,4.9500000000,5.2272727273,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.6500000000,2.5454545455,3.6666666667,4.9166666667,5.1000000000,6.0000000000,6.0476190476,7.0000000000,7.0000000000,7.0000000000,7.0000000000,6.0434782609,4.9600000000,4.9047619048,5.9000000000,5.9090909091,5.9000000000,5.7391304348,2.7826086957,2.0000000000,2.7000000000,4.4761904762,5.8620689655,5.1363636364,4.2380952381,3.5000000000,1.8333333333,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.4444444444,2.6000000000,5.6363636364,7.0000000000,7.0000000000,8.0000000000,8.0000000000,7.4166666667,7.5500000000
10.0000000000,0.2580645161,1.0500000000,2.9000000000,5.9523809524,7.4347826087,6.9000000000,4.0476190476,1.5500000000,2.0000000000,5.1600000000,7.0000000000,5.2380952381,4.2400000000,6.8571428571,7.5714285714,6.2272727273,3.3333333333,0.9787234043,2.4000000000,2.3000000000,2.7500000000,3.7000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.9000000000,2.6363636364,4.4500000000,5.1153846154,6.0500000000,6.0500000000,6.0500000000,6.1000000000,6.0000000000,7.0000000000,7.0000000000,7.0000000000,7.0000000000,6.5384615385,7.0000000000,7.0000000000,6.0000000000,2.8571428571,2.0000000000,2.0000000000,1.3181818182,1.2400000000,2.0000000000,2.1000000000,2.0000000000,2.0000000000,1.0000000000,1.0000000000,0.6000000000,1.0000000000,2.5833333333,4.7142857143,6.3000000000,7.1818181818,8.0000000000,8.0000000000,8.0000000000,8.0000000000,7.4500000000
